,name,course_interest,date,financial_support_self,geo_flex,result,self_development
1121,Gabrila Hehir,Engineering,05/02/2019,No,Yes,Fail,Yes
1122,Larine Burcombe,Engineering,19/02/2019,No,Yes,Fail,Yes
1123,Hermy Witherby,Engineering,07/02/2019,Yes,Yes,Pass,Yes
1124,Frasier Greedyer,Engineering,26/02/2019,Yes,Yes,Pass,Yes
1125,Sully Rosenbarg,Engineering,14/02/2019,Yes,Yes,Pass,Yes
1126,Nicolai Stockey,Data,19/02/2019,Yes,No,Fail,Yes
1127,Reese Proswell,Business,26/02/2019,Yes,Yes,Pass,Yes
1128,Fannie Mcgoogan,Data,07/02/2019,Yes,No,Fail,Yes
1129,Aluino Sainter,Engineering,05/02/2019,Yes,Yes,Pass,Yes
1130,Andros Wickson,Business,19/02/2019,Yes,Yes,Pass,Yes
1131,Enoch Batte,Engineering,07/02/2019,Yes,No,Fail,Yes
1132,Henryetta Allwell,Business,27/02/2019,Yes,Yes,Pass,Yes
1133,Poul Basnett,Engineering,05/02/2019,Yes,Yes,Fail,No
1134,Hunt Ainsby,Data,21/02/2019,Yes,Yes,Fail,Yes
1135,Vincents Bahl,Business,20/02/2019,Yes,Yes,Pass,Yes
1136,Sherlock Sibley,Data,13/02/2019,Yes,No,Fail,Yes
1137,Gillie Mcauliffe,Business,27//02/2019,Yes,Yes,Pass,Yes
1138,Flori Faithorn,Data,21/02/2019,Yes,Yes,Pass,Yes
1139,Nicolette Bonehill,Engineering,05/02/2019,Yes,Yes,Fail,No
1140,Tobiah Aistrop,Business,06/02/2019,Yes,Yes,Pass,Yes
1141,Brandyn Macclinton,Business,14/02/2019,Yes,Yes,Pass,Yes
1142,Timoteo Pack,Business,27/02/2019,Yes,Yes,Pass,Yes
1143,Maudie Dadswell,Engineering,19/02/2019,Yes,Yes,Pass,Yes
1144,Glen Spuner,Engineering,27/02/2019,Yes,Yes,Fail,Yes
1145,Tobey Mabbett,Data,14/02/2019,Yes,No,Fail,Yes
1146,Garey Bischop,Business,06/02/2019,Yes,Yes,Fail,Yes
1147,Adria Zorro,Business,12/02/2019,Yes,No,Fail,Yes
1148,Lane Myrkus,Engineering,13/02/2019,Yes,Yes,Pass,Yes
1149,Kimmi Bodell,Engineering,26/02/2019,Yes,Yes,Pass,Yes
1150,Mart Greser,Data,26/02/2019,No,Yes,Fail,Yes
1151,Joanne Le Jean,Engineering,19/02/2019,Yes,Yes,Pass,Yes
1152,Audre Thomerson,Business,12/02/2019,No,Yes,Fail,Yes
1153,Geraldine Pinnocke,Data,14/02/2019,Yes,Yes,Pass,Yes
1154,Booth Coweuppe,Business,21/02/2019,Yes,Yes,Pass,Yes
1155,Carmella Guidi,Data,20/02/2019,No,Yes,Fail,Yes
1156,Lanae Christophle,Data,14/02/2019,Yes,Yes,Pass,Yes
1157,Crosby Eliasson,Business,28/02/2019,Yes,Yes,Pass,Yes
1158,Jan Horrod,Data,27/02/2019,Yes,Yes,Pass,Yes
1159,Aggi Willetts,Data,27/02/2019,Yes,Yes,Pass,Yes
1160,Scottie Orknay,Data,06/02/2019,Yes,Yes,Pass,Yes
1161,Arley Dangl,Business,06/02/2019,Yes,Yes,Pass,Yes
1162,Kimberley Mcgeouch,Data,28/02/2019,Yes,Yes,Pass,Yes
1163,Burtie Clubley,Data,27/02/2019,Yes,Yes,Pass,Yes
1164,Cary Heberden,Engineering,06/02/2019,Yes,Yes,Pass,Yes
1165,Benjamen Harrow,Engineering,20/02/2019,Yes,Yes,Pass,Yes
1166,Ermentrude Larrosa,Engineering,27/02/2019,Yes,Yes,Pass,Yes
1167,Moe Finnie,Business,27/02/2019,Yes,Yes,Fail,Yes
1168,Antonia Mackaig,Data,13/02/2019,Yes,Yes,Pass,Yes
1169,Barrie Schruurs,Data,14/02/2019,Yes,Yes,Pass,Yes
1170,Audrye Tobias,Business,26/02/2019,Yes,Yes,Pass,Yes
1171,Debby Mcglynn,Data,26/02/2019,Yes,Yes,Fail,Yes
1172,Fabien Hardaway,Engineering,05/02/2019,Yes,Yes,Pass,Yes
1173,Shelley O'Dyvoie,Data,19/02/2019,Yes,Yes,Pass,Yes
1174,Maurits Alger,Engineering,21/02/2019,Yes,Yes,Pass,Yes
1175,Horatia Tompkin,Business,20/02/2019,Yes,No,Fail,Yes
1176,Darryl Gleed,Data,20/02/2019,Yes,No,Fail,Yes
1177,Hughie Baggelley,Engineering,06/02/2019,Yes,Yes,Pass,Yes
1178,Fayre Swadlinge,Business,14/02/2019,Yes,Yes,Fail,Yes
1179,Rainer Beecheno,Data,20/02/2019,No,Yes,Fail,Yes
1180,Beryle D'Antonio,Engineering,13/02/2019,No,No,Fail,Yes
1181,Keriann Crambie,Business,05/02/2019,Yes,Yes,Pass,Yes
1182,Elora Ellen,Business,14/02/2019,Yes,Yes,Pass,Yes
1183,Robbin Duchesne,Engineering,12/02/2019,Yes,Yes,Fail,Yes
1184,Harwilll Pownall,Data,19/02/2019,Yes,Yes,Pass,Yes
1185,Arda Disbrow,Data,13/02/2019,Yes,Yes,Pass,Yes
1186,Gertrud Nind,Engineering,12/02/2019,Yes,No,Fail,Yes
1187,Slade Cannavan,Data,20/02/2019,Yes,Yes,Pass,Yes
1188,Kalil Mcpaike,Business,14/02/2019,Yes,Yes,Pass,Yes
1189,Trix Bowerbank,Business,06/02/2019,Yes,Yes,Fail,No
1190,Wolf Cattermull,Engineering,07/02/2019,Yes,Yes,Fail,Yes
1191,Dionysus Garter,Data,13/02/2019,Yes,Yes,Pass,Yes
1192,Avram Dank,Engineering,07/02/2019,Yes,No,Fail,No
1193,Bert Spall,Data,21/02/2019,Yes,Yes,Pass,Yes
1194,Georg Battman,Business,26/02/2019,Yes,Yes,Pass,Yes
1195,Nikola Giroldi,Business,05/02/2019,Yes,Yes,Pass,Yes
1196,Lydie Broadfield,Data,27/02/2019,Yes,Yes,Pass,Yes
1197,Andrew Giurio,Engineering,06/02/2019,Yes,Yes,Fail,Yes
1198,Millie Standell,Data,21/02/2019,No,Yes,Fail,Yes
1199,Aloin Ashment,Engineering,12/02/2019,Yes,Yes,Pass,Yes
1200,Jere Jordine,Data,13/02/2019,Yes,Yes,Fail,Yes
1201,Rowe Fritter,Business,05/02/2019,Yes,Yes,Pass,Yes
1202,Annie Rosa,Data,06/02/2019,Yes,No,Fail,Yes
1203,Daisie Wildsmith,Business,05/02/2019,Yes,Yes,Pass,Yes
1204,Herminia Brettel,Business,13/02/2019,Yes,Yes,Pass,Yes
1205,Marco Torra,Data,19/02/2019,Yes,No,Fail,Yes
1206,Marco Torra,Data,19/02/2019,Yes,No,Fail,Yes
1207,Nerissa Culvey,Data,19/02/2019,Yes,Yes,Fail,Yes
1208,Shanon Oldknow,Data,05/02/2019,Yes,Yes,Pass,Yes
1209,Jefferson Paynton,Data,19/02/2019,Yes,Yes,Pass,Yes
1210,Nicol Bragge,Data,14/02/2019,Yes,Yes,Pass,Yes
1211,Rollo Quarry,Data,05/02/2019,Yes,Yes,Pass,Yes
1212,Sophie Bosse,Engineering,12/02/2019,Yes,Yes,Pass,Yes
1213,Aldwin Pilgram,Engineering,21/02/2019,Yes,Yes,Pass,Yes
1214,Kyla Chadburn,Data,27/02/2019,Yes,Yes,Pass,Yes
1215,Denyse Worley,Data,21/02/2019,Yes,Yes,Pass,Yes
1216,Thaxter Plaid,Business,07/02/2019,Yes,Yes,Pass,Yes
1217,Gannie Lamberteschi,Engineering,13/02/2019,Yes,Yes,Pass,Yes
1218,Dina Durbyn,Engineering,12/02/2019,Yes,Yes,Pass,Yes
1219,Ashley Dempsey,Data,27/02/2019,Yes,Yes,Pass,Yes
1220,Elroy Hatchell,Business,19/02/2019,Yes,Yes,Pass,Yes
1221,Sigismond O'Heagertie,Data,06/02/2019,Yes,Yes,Fail,Yes
1222,Chlo Fair,Engineering,21/02/2019,Yes,Yes,Pass,Yes
1223,Loraine Colville,Engineering,26/02/2019,Yes,Yes,Pass,Yes
1224,Barbabas Huygens,Engineering,19/02/2019,Yes,Yes,Pass,Yes
1225,Olivier Veazey,Engineering,06/02/2019,Yes,Yes,Pass,Yes
1226,Hildagarde Churchlow,Business,13/02/2019,Yes,Yes,Pass,Yes
1227,Abran Munson,Business,20/02/2019,Yes,Yes,Pass,Yes
1228,Brena Creeber,Business,13/02/2019,Yes,Yes,Pass,Yes
1229,Connor Gegg,Data,14/02/2019,Yes,Yes,Pass,Yes
1230,Julita Benoy,Business,19/02/2019,Yes,Yes,Pass,Yes
1231,Terry Macvanamy,Engineering,26/02/2019,No,Yes,Fail,No
1232,Malachi Carlisso,Engineering,19/02/2019,Yes,Yes,Pass,Yes
1233,Leonhard Sogg,Data,12/02/2019,Yes,Yes,Pass,Yes
1234,Sheridan Angeau,Data,26/02/2019,Yes,Yes,Pass,Yes
1235,Lilllie Kun,Data,13/02/2019,No,Yes,Fail,Yes
1236,Abbe Ballard,Data,21/02/2019,Yes,Yes,Pass,Yes
1237,Farah Ely,Data,14/02/2019,Yes,No,Fail,Yes
1238,Vale Trevarthen,Data,13/02/2019,No,Yes,Fail,No
1239,Verney Stieger,Engineering,14/02/2019,Yes,Yes,Fail,No
1240,Saxon Mctiernan,Engineering,19/02/2019,Yes,Yes,Fail,Yes
1241,Kaleb Cappel,Data,05/02/2019,Yes,Yes,Pass,Yes
1242,Gussy Mathias,Data,06/02/2019,Yes,Yes,Pass,Yes
1243,Hermann Caser,Data,26/02/2019,Yes,Yes,Pass,Yes
1244,Verine Darter,Data,27/02/2019,Yes,No,Fail,Yes
1245,Pace Delion,Data,20/02/2019,No,Yes,Fail,No
1246,Rooney Sheldrick,Data,21/02/2019,Yes,Yes,Pass,Yes
1247,Rooney Sheldrick,Data,21/02/2019,Yes,Yes,Pass,Yes
1248,Tabitha Vowdon,Engineering,12/02/2019,Yes,Yes,Fail,No
1249,Alphard Marrison,Data,05/02/2019,No,Yes,Fail,Yes
1250,Christy Kyston,Business,07/02/2019,Yes,Yes,Pass,Yes
1251,Inna Kidman,Data,12/02/2019,Yes,Yes,Pass,Yes
1252,Inna Kidman,Data,12/02/2019,Yes,Yes,Pass,Yes
1253,Sammy Gowrie,Engineering,26/02/2019,Yes,Yes,Pass,Yes
1254,Zaneta Rowbottom,Data,27/02/2019,Yes,Yes,Fail,No
1255,Solly Kollas,Engineering,14/02/2019,Yes,Yes,Pass,Yes
1256,Gaspard Dunn,Data,28/02/2019,Yes,Yes,Pass,Yes
1257,Ali Shegog,Engineering,26/02/2019,Yes,Yes,Pass,Yes
1258,Liuka Drissell,Engineering,20/02/2019,Yes,Yes,Pass,Yes
1259,Fabian Exell,Engineering,13/02/2019,Yes,Yes,Pass,Yes
1260,Howard Shipperbottom,Engineering,26/02/2019,No,No,Fail,No
1261,Fletcher Ayllett,Data,20/02/2019,Yes,Yes,Pass,Yes
1262,Kipp Le Huquet,Business,14/02/2019,Yes,No,Fail,No
1263,Marmaduke Bratch,Data,26/02/2019,Yes,Yes,Pass,Yes
1264,Rici Willingale,Business,28/02/2019,Yes,Yes,Fail,Yes
1265,Randi Lebourn,Data,12/02/2019,Yes,Yes,Fail,No
1266,Bryanty Croal,Data,06/02/2019,Yes,Yes,Pass,Yes
1267,Sonja Scibsey,Business,14/02/2019,Yes,No,Fail,Yes
1268,Elinore Dunnan,Engineering,19/02/2019,Yes,Yes,Fail,Yes
1269,Auguste Armstead,Business,28/02/2019,Yes,Yes,Pass,Yes
1270,Kiel Mcmullen,Data,12/02/2019,Yes,Yes,Pass,Yes
1271,Kerby Tranfield,Data,28/02/2019,Yes,Yes,Pass,Yes
1272,Jeromy Gauntley,Data,28/02/2019,Yes,No,Fail,Yes
1273,Jacob Esley,Engineering,28/02/2019,No,Yes,Fail,Yes
1274,Alessandra Krollmann,Engineering,13/02/2019,Yes,Yes,Pass,Yes
1275,Hilary Foxen,Business,06/02/2019,Yes,Yes,Pass,Yes
1276,Katleen Siddon,Data,28/02/2019,Yes,Yes,Pass,Yes
1277,Kendal Timmens,Engineering,27/02/2019,Yes,Yes,Fail,No
1278,Joy Critten,Engineering,05/02/2019,Yes,Yes,Fail,Yes
1279,Rosmunda Dionisetti,Business,28/02/2019,Yes,Yes,Fail,Yes
1280,Bryanty Garbutt,Data,21/02/2019,Yes,Yes,Pass,Yes
1281,Ilaire Ord,Business,27/02/2019,Yes,Yes,Pass,Yes
1282,Hilarius Zywicki,Engineering,19/02/2019,Yes,Yes,Pass,Yes
1283,Vail Noen,Engineering,12/02/2019,Yes,Yes,Pass,Yes
1284,Jilly Lampett,Business,07/02/2019,Yes,Yes,Pass,Yes
1285,Elysee Mardoll,Data,19/02/2019,No,Yes,Fail,Yes
1286,Cissy Arnoult,Data,20/02/2019,Yes,Yes,Pass,Yes
1287,Weston Bakes,Data,26/02/2019,Yes,Yes,Pass,Yes
1288,Padget Gillyatt,Data,05/02/2019,Yes,Yes,Pass,Yes
1289,Brinna Bridle,Engineering,21/02/2019,Yes,Yes,Pass,Yes
1290,Brinna Bridle,Engineering,21/02/2019,Yes,Yes,Pass,Yes
1291,Emmalynn Valentetti,Engineering,05/02/2019,Yes,Yes,Pass,Yes
1292,Ealasaid Badcock,Engineering,26/02/2019,Yes,Yes,Pass,Yes
1293,Stanfield Collison,Data,27/02/2019,No,Yes,Fail,Yes
1294,Edin Elie,Data,26/02/2019,Yes,Yes,Pass,Yes
1295,Ruy Wythill,Engineering,20/02/2019,Yes,Yes,Pass,Yes
1296,Shawn Bowmer,Data,07/02/2019,Yes,Yes,Pass,Yes
1297,Marianne Pietruszka,Data,27/02/2019,Yes,Yes,Pass,Yes
1298,Arley Pinnegar,Engineering,05/02/2019,No,Yes,Fail,Yes
1299,Wash Mchaffy,Data,21/02/2019,Yes,Yes,Pass,Yes
1300,El Durante,Data,13/02/2019,Yes,Yes,Pass,Yes
1301,Benedick Arnhold,Business,13/02/2019,Yes,Yes,Pass,Yes
1302,Shea Skillett,Engineering,19/02/2019,Yes,Yes,Pass,Yes
1303,Carmel Rishworth,Business,27/02/2019,Yes,Yes,Pass,Yes
1304,Marika Massard,Data,26/02/2019,Yes,Yes,Fail,No
1305,Jasper Moehle,Business,27/02/2019,Yes,Yes,Pass,Yes
1306,Luce Midden,Business,13/02/2019,Yes,Yes,Fail,No
1307,Des Dimond,Engineering,07/02/2019,Yes,Yes,Pass,Yes
1308,Cleve Hallbord,Data,19/02/2019,Yes,Yes,Pass,Yes
1309,Amos Vasnev,Data,13/02/2019,Yes,Yes,Fail,No
1310,Dukey Paddemore,Business,12/02/2019,Yes,No,Fail,Yes
1311,Elinore Bevis,Engineering,28/02/2019,Yes,Yes,Fail,No
1312,Felicity Biggans,Data,05/02/2019,Yes,No,Fail,Yes
1313,Gal Wallwood,Engineering,26/02/2019,Yes,Yes,Pass,Yes
1314,Easter Ragless,Engineering,14/02/2019,Yes,Yes,Pass,Yes
1315,Othella Gorriessen,Engineering,21/02/2019,Yes,Yes,Pass,Yes
1316,Idaline Gadeaux,Data,27/02/2019,Yes,Yes,Pass,Yes
1317,Alfons Marchington,Business,14/02/2019,Yes,Yes,Pass,Yes
1318,Adolph Andreia,Business,27/02/2019,Yes,Yes,Pass,Yes
1319,Casar Broseman,Data,28/02/2019,Yes,Yes,Pass,Yes
1320,Eydie Tanton,Data,14/02/2019,Yes,Yes,Pass,Yes
1321,Aubert Greally,Data,12/02/2019,Yes,Yes,Fail,No
1322,Colene Degli Antoni,Business,05/02/2019,Yes,Yes,Pass,Yes
1323,Manya Ajsik,Data,12/02/2019,Yes,Yes,Pass,Yes
1324,Ervin Jerche,Engineering,12/02/2019,Yes,Yes,Pass,Yes
1325,Gardiner Di Ruggiero,Data,07/02/2019,Yes,Yes,Pass,Yes
1326,Zak Hawes,Engineering,14/02/2019,Yes,Yes,Pass,Yes
1327,Silvester Caller,Data,13/02/2019,Yes,Yes,Pass,Yes
1328,Raimundo Stacey,Business,05/02/2019,Yes,Yes,Fail,Yes
1329,Garrett Sprulls,Engineering,19/02/2019,Yes,No,Fail,Yes
1330,Felicio Mcgillivray,Engineering,05/02/2019,No,Yes,Fail,Yes
1331,Bryanty Antonnikov,Engineering,20//02/2019,No,Yes,Fail,Yes
1332,Maggy O'Cleary,Business,26/02/2019,Yes,Yes,Pass,Yes
1333,Costa Macvey,Business,06/02/2019,Yes,Yes,Pass,Yes
1334,Phillis Melin,Business,13/02/2019,Yes,Yes,Pass,Yes
1335,Bobbye Hains,Business,26/02/2019,Yes,Yes,Pass,Yes
1336,Thorpe Pettett,Business,28/02/2019,Yes,Yes,Pass,Yes
1337,Llywellyn Hoggins,Business,21/02/2019,Yes,Yes,Pass,Yes
1338,Marni Mumberson,Engineering,06/02/2019,Yes,Yes,Pass,Yes
1339,Corette Gislebert,Engineering,27/02/2019,Yes,Yes,Pass,Yes
1340,Abby Pallatina,Business,07/02/2019,Yes,Yes,Pass,Yes
1341,Josy Nell,Engineering,07/02/2019,Yes,Yes,Pass,Yes
1342,Adiana Almey,Business,28/02/2019,Yes,Yes,Pass,Yes
1343,Paxon Witcombe,Data,07/02/2019,Yes,Yes,Pass,Yes
1344,Caryn Adriaan,Engineering,05/02/2019,Yes,Yes,Pass,Yes
1345,Broderic Bradick,Engineering,06/02/2019,Yes,Yes,Pass,Yes
1346,Bond Kimmel,Business,07/02/2019,Yes,Yes,Pass,Yes
1347,Lorrin Filler,Engineering,21/02/2019,Yes,No,Fail,Yes
1348,Shelba Westnage,Engineering,14/02/2019,Yes,Yes,Fail,Yes
1349,Jacklyn Millhouse,Engineering,21/02/2019,Yes,Yes,Pass,Yes
1350,Jard Antonowicz,Data,26/02/2019,Yes,Yes,Pass,Yes
1351,Sampson Prettejohns,Engineering,27/02/2019,Yes,Yes,Fail,Yes
1352,Allyn Mccrum,Business,12/02/2019,No,Yes,Fail,Yes
1353,Norah Bowen,Business,26/02/2019,Yes,Yes,Pass,Yes
1354,Diandra Searles,Business,05/02/2019,Yes,Yes,Pass,Yes
1355,Andrey Lawlance,Business,05/02/2019,Yes,Yes,Pass,Yes
1356,Hillel Connechie,Data,07/02/2019,Yes,Yes,Pass,Yes
1357,Gardie Charsley,Engineering,20/02/2019,Yes,Yes,Pass,Yes
1358,Jozef Vedekhin,Engineering,19/02/2019,Yes,Yes,Fail,Yes
1359,Alick Padkin,Engineering,28/02/2019,Yes,No,Fail,Yes
1360,Edgardo Hemphall,Engineering,28/02/2019,Yes,Yes,Pass,Yes
1361,Carroll Benyon,Data,05/02/2019,Yes,Yes,Pass,Yes
1362,Beverie Moberley,Business,22/01/2019,Yes,Yes,Pass,Yes
1363,Sue Barfitt,Business,10/01/2019,Yes,Yes,Pass,Yes
1364,Kiley Clavey,Data,31/01/2019,Yes,No,Fail,Yes
1365,Windham Biagi,Engineering,23/01/2019,Yes,Yes,Pass,Yes
1366,Skippy Worrell,Data,29/01/2019,Yes,Yes,Fail,Yes
1367,Agneta Fantini,Business,17/01/2019,Yes,Yes,Pass,Yes
1368,Tucky Duffet,Engineering,22/01/2019,Yes,Yes,Pass,Yes
1369,Em Dun,Data,15/01/2019,Yes,Yes,Pass,Yes
1370,Kit Oddboy,Business,24/01/2019,Yes,Yes,Pass,Yes
1371,Lorianna Weinham,Engineering,16/01/2019,Yes,Yes,Pass,Yes
1372,Talya Placidi,Business,02/01/2019,Yes,No,Fail,Yes
1373,Andee Plowman,Data,30/01/2019,Yes,Yes,Pass,Yes
1374,Mallory Challis,Data,30/01/2019,Yes,Yes,Pass,Yes
1375,Zea Barette,Business,10/01/2019,No,Yes,Fail,Yes
1376,Allyn Nazair,Business,29/01/2019,Yes,Yes,Pass,Yes
1377,Almire Tewkesberry,Business,31/01/2019,Yes,Yes,Pass,Yes
1378,Ernst Gidney,Business,09/01/2019,Yes,Yes,Fail,No
1379,Roxanne Edie,Data,16/01/2019,Yes,Yes,Fail,No
1380,Tara Surmeir,Engineering,22/01/2019,Yes,Yes,Pass,Yes
1381,Reeta Mcgawn,Data,03/01/2019,Yes,Yes,Pass,Yes
1382,Cly Greatrex,Data,29/01/2019,Yes,Yes,Pass,Yes
1383,Kristin Hillborne,Business,22/01/2019,Yes,Yes,Pass,Yes
1384,Sibley Kneaphsey,Engineering,24/01/2019,Yes,Yes,Pass,Yes
1385,Abigail Dunsmore,Business,16/01/2019,Yes,Yes,Pass,Yes
1386,Crysta Aikett,Data,02/01/2019,Yes,Yes,Pass,Yes
1387,Abbie Clifton,Engineering,22/01/2019,No,Yes,Fail,Yes
1388,Cassius Whatling,Engineering,29/01/2019,Yes,Yes,Pass,Yes
1389,Arte Dimbylow,Engineering,22/01/2019,Yes,Yes,Fail,No
1390,Meggie Sidsaff,Engineering,10/01/2019,Yes,No,Fail,Yes
1391,Lurleen Symson,Engineering,22/01/2019,Yes,Yes,Pass,Yes
1392,Clemmie Kayley,Engineering,15/01/2019,Yes,Yes,Pass,Yes
1393,Thorny Uwins,Business,15/01/2019,Yes,No,Fail,Yes
1394,Alonso Hulkes,Business,08/01/2019,Yes,Yes,Pass,Yes
1395,Edsel Gingell,Engineering,08/01/2019,Yes,Yes,Pass,Yes
1396,Goran Eton,Business,16/01/2019,Yes,Yes,Pass,Yes
1397,Maxy Heeley,Data,30/01/2019,Yes,Yes,Fail,Yes
1398,Gui Graine,Engineering,10/01/2019,No,Yes,Fail,Yes
1399,Stinky Goulter,Data,30/01/2019,Yes,Yes,Pass,Yes
1400,Carmelia Huzzay,Engineering,23/01/2019,Yes,Yes,Pass,Yes
1401,Raquela Elcox,Data,16/01/2019,Yes,Yes,Pass,Yes
1402,Rodrick Henworth,Engineering,03/01/2019,Yes,Yes,Pass,Yes
1403,Salvidor Dalrymple,Business,29/01/2019,Yes,Yes,Fail,No
1404,Carolann Bumby,Business,10/01/2019,Yes,Yes,Pass,Yes
1405,Briana Brader,Business,31/01/2019,Yes,Yes,Fail,Yes
1406,Luther Waddilow,Data,23/01/2019,Yes,Yes,Fail,No
1407,Deonne Simionato,Data,31/01/2019,Yes,Yes,Pass,Yes
1408,Florance Nann,Data,03/01/2019,Yes,Yes,Pass,Yes
1409,Cozmo Abel,Business,31/01/2019,Yes,Yes,Fail,Yes
1410,Dalila Hyett,Business,08/01/2019,Yes,Yes,Fail,Yes
1411,Dorey Mcquillan,Business,15/01/2019,Yes,Yes,Pass,Yes
1412,Danya Sedgefield,Engineering,10/01/2019,Yes,Yes,Pass,Yes
1413,Giorgio Piller,Business,22/01/2019,No,Yes,Fail,Yes
1414,Giorgio Piller,Business,22/01/2019,No,Yes,Fail,Yes
1415,Fran Gebbie,Data,24/01/2019,No,Yes,Fail,Yes
1416,Rheta Assel,Business,02/01/2019,Yes,Yes,Pass,Yes
1417,Yolanda Fosse,Business,16/01/2019,Yes,Yes,Pass,Yes
1418,Lemmie Jendrich,Business,31/01/2019,Yes,Yes,Fail,No
1419,Marga Simmig,Business,15/01/2019,Yes,Yes,Pass,Yes
1420,Merry Chesher,Business,30/01/2019,Yes,Yes,Pass,Yes
1421,Sileas Golson,Engineering,29/01/2019,Yes,Yes,Pass,Yes
1422,Corri Pund,Engineering,16/01/2019,Yes,Yes,Pass,Yes
1423,Abeu Rimmer,Engineering,22/01/2019,No,Yes,Fail,Yes
1424,Pamela Gadman,Data,31/01/2019,Yes,Yes,Fail,Yes
1425,Cissy Deeble,Data,03/01/2019,Yes,Yes,Pass,Yes
1426,Stephan Bahls,Data,16/01/2019,Yes,Yes,Pass,Yes
1427,Patrice Prescott,Business,24/01/2019,Yes,Yes,Pass,Yes
1428,Farrell Normington,Business,03/01/2019,Yes,No,Fail,Yes
1429,Devland Benkin,Engineering,15/01/2019,Yes,Yes,Pass,Yes
1430,Teddy Ham,Data,17/01/2019,Yes,Yes,Pass,Yes
1431,Frank Tolchard,Business,10/01/2019,Yes,Yes,Pass,Yes
1432,Hetti Beach,Data,23/01/2019,Yes,Yes,Pass,Yes
1433,Daphene Friedlos,Business,23//01/2019,Yes,Yes,Pass,Yes
1434,Isac Bronger,Business,24/01/2019,Yes,Yes,Pass,Yes
1435,Vin Kattenhorn,Data,30/01/2019,No,Yes,Fail,Yes
1436,Shelli Abbess,Data,10/01/2019,Yes,Yes,Pass,Yes
1437,Caren Sterte,Data,29/01/2019,No,Yes,Fail,Yes
1438,Muhammad Garthland,Engineering,24/01/2019,Yes,Yes,Pass,Yes
1439,Worth Kos,Data,15/01/2019,Yes,Yes,Pass,Yes
1440,Jacki Pinkstone,Data,23/01/2019,Yes,Yes,Pass,Yes
1441,Hernando Guage,Engineering,02/01/2019,Yes,Yes,Pass,Yes
1442,Franciska Davidy,Data,30/01/2019,Yes,Yes,Fail,No
1443,Florinda Brabban,Business,22/01/2019,Yes,Yes,Pass,Yes
1444,Kimble Bonde,Data,03/01/2019,Yes,Yes,Fail,Yes
1445,Austin Brister,Engineering,23/01/2019,Yes,Yes,Pass,Yes
1446,Kelsey Cranke,Engineering,03/01/2019,Yes,Yes,Pass,Yes
1447,Samuel Simone,Business,23/01/2019,No,Yes,Fail,Yes
1448,Berky Slatten,Data,08/01/2019,Yes,Yes,Pass,Yes
1449,Wit Napolitano,Business,09/01/2019,Yes,Yes,Pass,Yes
1450,Lucita Pettman,Engineering,29/01/2019,Yes,Yes,Pass,Yes
1451,Conchita Gumey,Business,16/01/2019,No,Yes,Fail,Yes
1452,Ingeberg Othen,Business,16/01/2019,Yes,Yes,Fail,No
1453,Ambros Ethington,Business,10/01/2019,Yes,Yes,Fail,Yes
1454,Karia O'Toole,Data,03/01/2019,Yes,Yes,Fail,No
1455,Adrianna Lyddiard,Engineering,29/01/2019,Yes,Yes,Pass,Yes
1456,Leroi Shurmer,Data,02/01/2019,Yes,Yes,Fail,Yes
1457,Regan Pittaway,Business,15/01/2019,Yes,No,Fail,Yes
1458,Emmy Luckings,Engineering,02/01/2019,No,Yes,Fail,Yes
1459,Linnea Dulling,Engineering,15/01/2019,Yes,Yes,Pass,Yes
1460,Thornton Thuillier,Engineering,09/01/2019,Yes,Yes,Pass,Yes
1461,Noah Petricek,Business,29/01/2019,Yes,Yes,Pass,Yes
1462,Harry Orcas,Engineering,02/01/2019,No,Yes,Fail,Yes
1463,Tobit Dowden,Data,08/01/2019,Yes,Yes,Pass,Yes
1464,Pet Wise,Business,31/01/2019,Yes,Yes,Fail,Yes
1465,Sylvia Akett,Business,30/01/2019,Yes,Yes,Fail,No
1466,Daisi Scarlet,Data,30/01/2019,Yes,Yes,Pass,Yes
1467,Patrice Masham,Engineering,09/01/2019,Yes,No,Fail,Yes
1468,Garvin Dracey,Data,16/01/2019,Yes,Yes,Pass,Yes
1469,Bentlee Meugens,Engineering,08/01/2019,Yes,Yes,Fail,No
1470,Garrott Demaine,Engineering,16/01/2019,Yes,No,Fail,Yes
1471,Roxanna Tunstall,Data,24/01/2019,Yes,No,Fail,Yes
1472,Melisandra Walling,Business,23/01/2019,Yes,Yes,Pass,Yes
1473,Abel Mcvaugh,Engineering,03/01/2019,Yes,Yes,Pass,Yes
1474,Nestor Thornewill,Business,23/01/2019,Yes,Yes,Fail,Yes
1475,Wilona Pammenter,Data,16/01/2019,Yes,No,Fail,Yes
1476,Davie Brahams,Business,03/01/2019,Yes,Yes,Fail,No
1477,Lynnett Swin,Business,16/01/2019,Yes,Yes,Pass,Yes
1478,Gustaf Lude,Business,16/01/2019,Yes,Yes,Pass,Yes
1479,Halli Purcell,Business,29/01/2019,Yes,Yes,Fail,No
1480,Tanner Byram,Data,09/01/2019,Yes,Yes,Pass,Yes
1481,Lauretta Bartell,Engineering,17/01/2019,Yes,Yes,Pass,Yes
1482,Ulick Pickervance,Business,31/01/2019,Yes,Yes,Pass,Yes
1483,Sibbie Di Biasio,Data,22/01/2019,Yes,Yes,Fail,No
