,name,status,workstream_name,trainer,Analytic_W1,Independent_W1,Determined_W1,Professional_W1,Studious_W1,Imaginative_W1,Analytic_W2,Independent_W2,Determined_W2,Professional_W2,Studious_W2,Imaginative_W2,Analytic_W3,Independent_W3,Determined_W3,Professional_W3,Studious_W3,Imaginative_W3,Analytic_W4,Independent_W4,Determined_W4,Professional_W4,Studious_W4,Imaginative_W4,Analytic_W5,Independent_W5,Determined_W5,Professional_W5,Studious_W5,Imaginative_W5,Analytic_W6,Independent_W6,Determined_W6,Professional_W6,Studious_W6,Imaginative_W6,Analytic_W7,Independent_W7,Determined_W7,Professional_W7,Studious_W7,Imaginative_W7,Analytic_W8,Independent_W8,Determined_W8,Professional_W8,Studious_W8,Imaginative_W8,Analytic_W9,Independent_W9,Determined_W9,Professional_W9,Studious_W9,Imaginative_W9,Analytic_W10,Independent_W10,Determined_W10,Professional_W10,Studious_W10,Imaginative_W10
177,Kingston Comsty,Completed Training,Data 32,Gina Cartwright,2,3,5,4,5,3,2.0,8.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,7.0,1.0,7.0,5.0,7.0,6.0,5.0,8.0,4.0,8.0,8.0,8.0,3.0,5.0,7.0,6.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,5.0,8.0,8.0,5.0,,,,,,,,,,,,
178,Benedikt Cohani,Completed Training,Data 32,Gina Cartwright,2,1,2,4,1,8,6.0,1.0,4.0,3.0,1.0,1.0,4.0,6.0,3.0,6.0,3.0,1.0,5.0,6.0,7.0,8.0,8.0,4.0,8.0,8.0,7.0,6.0,6.0,7.0,5.0,8.0,6.0,7.0,3.0,8.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
179,Morgen Lilywhite,Completed Training,Data 32,Gina Cartwright,3,2,4,4,4,4,2.0,5.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,6.0,8.0,8.0,5.0,4.0,8.0,6.0,7.0,8.0,5.0,6.0,2.0,6.0,5.0,8.0,5.0,8.0,8.0,5.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,,,,,,,,,,,,
180,Job Restall,Completed Training,Data 32,Gina Cartwright,3,3,2,2,2,4,2.0,3.0,1.0,5.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,6.0,6.0,7.0,6.0,8.0,2.0,6.0,8.0,8.0,6.0,6.0,6.0,7.0,8.0,4.0,4.0,6.0,5.0,4.0,8.0,8.0,8.0,6.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,
181,Wilhelm Jouanet,Completed Training,Data 32,Gina Cartwright,1,2,4,3,3,2,5.0,2.0,5.0,4.0,2.0,1.0,1.0,5.0,4.0,3.0,3.0,6.0,7.0,8.0,6.0,8.0,4.0,6.0,8.0,8.0,8.0,6.0,8.0,6.0,8.0,3.0,7.0,3.0,4.0,8.0,6.0,6.0,8.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,,,,,,,,,,,,
182,Malvina Whiteford,Completed Training,Data 33,Lucy Foster,3,2,2,6,3,1,2.0,4.0,2.0,2.0,5.0,2.0,1.0,2.0,7.0,2.0,2.0,2.0,8.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,6.0,3.0,4.0,5.0,6.0,6.0,5.0,7.0,7.0,1.0,7.0,8.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0
183,Belle Catherall,Completed Training,Data 33,Lucy Foster,3,5,4,4,1,1,3.0,8.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,4.0,4.0,8.0,7.0,6.0,8.0,5.0,8.0,5.0,4.0,4.0,1.0,7.0,4.0,7.0,5.0,6.0,5.0,4.0,8.0,8.0,8.0,8.0,8.0,6.0,4.0,2.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0
184,Ortensia Winscomb,Completed Training,Data 33,Lucy Foster,2,2,7,1,2,2,1.0,5.0,5.0,3.0,4.0,2.0,1.0,3.0,6.0,1.0,2.0,4.0,3.0,5.0,3.0,6.0,6.0,8.0,8.0,5.0,7.0,2.0,6.0,8.0,2.0,8.0,6.0,6.0,7.0,5.0,8.0,7.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
185,Staffard Load,Completed Training,Data 33,Lucy Foster,3,4,3,2,4,2,1.0,8.0,3.0,2.0,2.0,4.0,3.0,7.0,2.0,2.0,2.0,5.0,8.0,5.0,4.0,8.0,8.0,4.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,3.0,8.0,5.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
186,Bowie Endersby,Completed Training,Data 33,Lucy Foster,4,5,1,2,2,3,3.0,6.0,1.0,4.0,2.0,3.0,3.0,6.0,2.0,4.0,4.0,1.0,6.0,8.0,8.0,5.0,5.0,5.0,3.0,8.0,7.0,2.0,8.0,8.0,7.0,7.0,6.0,4.0,4.0,7.0,8.0,3.0,8.0,7.0,5.0,8.0,8.0,3.0,7.0,6.0,8.0,8.0,6.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0
187,Tonye Ambrogio,Completed Training,Data 33,Lucy Foster,3,5,3,4,1,2,2.0,1.0,3.0,4.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0,2.0,4.0,7.0,8.0,8.0,2.0,4.0,8.0,6.0,5.0,8.0,7.0,8.0,8.0,5.0,5.0,4.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
188,Celina Polley,Completed Training,Data 33,Lucy Foster,2,3,3,6,2,2,2.0,2.0,7.0,3.0,1.0,5.0,2.0,3.0,3.0,8.0,3.0,2.0,6.0,7.0,7.0,6.0,8.0,6.0,8.0,8.0,4.0,6.0,5.0,8.0,5.0,6.0,4.0,6.0,8.0,6.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,4.0,5.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0
189,Muhammad Linn,Completed Training,Data 33,Lucy Foster,3,3,2,3,7,1,3.0,2.0,4.0,1.0,3.0,4.0,1.0,3.0,2.0,3.0,5.0,1.0,8.0,8.0,4.0,5.0,3.0,8.0,6.0,7.0,6.0,3.0,8.0,1.0,2.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,7.0,5.0,5.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,1.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0
190,Farica Harding,Completed Training,Data 33,Lucy Foster,4,4,1,3,1,4,5.0,4.0,6.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,8.0,7.0,6.0,6.0,5.0,5.0,3.0,8.0,5.0,8.0,6.0,7.0,5.0,8.0,8.0,2.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,5.0,7.0,8.0,7.0,8.0,8.0,8.0,4.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
191,Marquita Forrington,Completed Training,Data 33,Lucy Foster,1,1,4,1,4,1,5.0,6.0,1.0,1.0,1.0,3.0,5.0,7.0,5.0,3.0,4.0,5.0,8.0,8.0,3.0,6.0,6.0,5.0,5.0,3.0,4.0,8.0,5.0,6.0,5.0,8.0,6.0,4.0,2.0,8.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
192,Muffin Jandel,Discontinued From Course,Data 33,Lucy Foster,5,4,3,5,3,1,3.0,3.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Nadya Pineaux,Completed Training,Data 33,Lucy Foster,5,2,1,4,2,4,3.0,4.0,5.0,1.0,1.0,3.0,5.0,5.0,6.0,4.0,1.0,1.0,6.0,6.0,2.0,8.0,3.0,8.0,8.0,3.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,4.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
194,Dewitt Milborn,Discontinued From Course,Data 33,Lucy Foster,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Levy Standage,Completed Training,Data 33,Lucy Foster,1,3,8,2,2,5,2.0,6.0,4.0,5.0,2.0,7.0,3.0,2.0,3.0,2.0,1.0,3.0,8.0,3.0,8.0,1.0,6.0,4.0,8.0,8.0,1.0,8.0,7.0,6.0,8.0,8.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0
196,Silvain Kuhwald,Completed Training,Data 34,Lucy Foster,4,4,1,4,5,4,3.0,5.0,1.0,5.0,3.0,4.0,3.0,3.0,5.0,1.0,4.0,2.0,8.0,4.0,3.0,6.0,4.0,6.0,5.0,6.0,4.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
197,Aguie Morrad,Completed Training,Data 34,Lucy Foster,6,2,1,5,6,5,4.0,1.0,5.0,5.0,4.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0,7.0,8.0,8.0,3.0,4.0,5.0,8.0,5.0,7.0,4.0,4.0,8.0,1.0,6.0,7.0,5.0,8.0,5.0,3.0,6.0,6.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0
198,Bertram Esgate,Completed Training,Data 34,Lucy Foster,2,4,3,1,4,3,3.0,2.0,3.0,1.0,4.0,2.0,3.0,8.0,1.0,2.0,1.0,1.0,8.0,3.0,7.0,1.0,8.0,6.0,5.0,8.0,3.0,6.0,8.0,5.0,3.0,7.0,3.0,7.0,7.0,8.0,8.0,5.0,7.0,8.0,8.0,8.0,8.0,6.0,5.0,5.0,4.0,7.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
199,Marlon Reside,Completed Training,Data 34,Lucy Foster,5,2,1,3,1,6,8.0,5.0,3.0,1.0,4.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,4.0,6.0,5.0,7.0,4.0,4.0,7.0,6.0,7.0,4.0,4.0,7.0,8.0,6.0,6.0,6.0,2.0,5.0,6.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
200,Micheal Di Matteo,Completed Training,Data 34,Lucy Foster,2,3,3,1,3,5,2.0,4.0,1.0,1.0,5.0,1.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,8.0,7.0,8.0,8.0,5.0,1.0,6.0,5.0,3.0,7.0,8.0,8.0,8.0,5.0,3.0,7.0,6.0,8.0,8.0,3.0,7.0,8.0,8.0,4.0,3.0,8.0,7.0,6.0,8.0,8.0,5.0,8.0,8.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0
201,Regina Calver,Completed Training,Data 34,Lucy Foster,3,4,2,7,6,1,2.0,3.0,6.0,5.0,2.0,1.0,3.0,2.0,2.0,5.0,3.0,7.0,4.0,4.0,8.0,1.0,7.0,8.0,5.0,6.0,5.0,4.0,8.0,3.0,8.0,5.0,7.0,4.0,8.0,8.0,4.0,8.0,8.0,3.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
202,Jodie Kaygill,Completed Training,Data 34,Lucy Foster,3,2,1,2,4,1,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,7.0,3.0,2.0,3.0,6.0,8.0,2.0,4.0,8.0,7.0,5.0,5.0,3.0,8.0,4.0,8.0,8.0,5.0,8.0,4.0,6.0,8.0,4.0,8.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0
203,Ingunna Adin,Completed Training,Data 34,Lucy Foster,3,1,4,4,1,3,1.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,8.0,1.0,4.0,8.0,7.0,6.0,8.0,5.0,4.0,8.0,6.0,8.0,7.0,4.0,8.0,7.0,8.0,3.0,4.0,7.0,7.0,3.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,5.0,6.0,4.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
204,Carlos Gerckens,Completed Training,Data 34,Lucy Foster,1,3,4,4,3,2,1.0,2.0,4.0,5.0,3.0,7.0,4.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,6.0,7.0,8.0,8.0,4.0,5.0,7.0,8.0,4.0,6.0,3.0,8.0,3.0,8.0,4.0,6.0,6.0,8.0,5.0,6.0,6.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
205,Sherline Cudihy,Completed Training,Data 34,Lucy Foster,3,4,4,8,1,4,3.0,6.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,6.0,8.0,6.0,5.0,8.0,2.0,5.0,4.0,8.0,3.0,8.0,5.0,5.0,7.0,5.0,8.0,5.0,2.0,8.0,5.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
206,Trudie Kiellor,Completed Training,Data 34,Lucy Foster,5,3,5,7,2,4,3.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,4.0,6.0,5.0,3.0,8.0,4.0,3.0,5.0,6.0,5.0,8.0,4.0,2.0,8.0,2.0,8.0,8.0,6.0,3.0,6.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
207,Edvard Northen,Completed Training,Data 35,Lucy Foster,3,5,4,3,2,7,5.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,5.0,1.0,2.0,7.0,7.0,4.0,8.0,6.0,6.0,6.0,7.0,4.0,2.0,8.0,4.0,8.0,2.0,6.0,8.0,3.0,2.0,8.0,8.0,7.0,8.0,6.0,8.0,3.0,8.0,7.0,6.0,7.0,8.0,8.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
208,Alwin Bullman,Completed Training,Data 35,Lucy Foster,2,2,4,2,3,3,5.0,2.0,1.0,3.0,1.0,2.0,6.0,4.0,5.0,1.0,2.0,3.0,5.0,5.0,3.0,6.0,5.0,8.0,8.0,3.0,8.0,8.0,3.0,6.0,5.0,8.0,6.0,6.0,8.0,4.0,8.0,3.0,8.0,5.0,5.0,8.0,8.0,8.0,5.0,8.0,4.0,5.0,7.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
209,Bob Rogerson,Completed Training,Data 35,Lucy Foster,2,4,1,3,3,5,2.0,3.0,2.0,3.0,8.0,1.0,6.0,3.0,2.0,5.0,4.0,1.0,6.0,5.0,5.0,5.0,5.0,8.0,4.0,3.0,5.0,4.0,5.0,2.0,7.0,6.0,2.0,3.0,8.0,7.0,5.0,8.0,8.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,8.0,7.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
210,Kerr Coucha,Completed Training,Data 35,Lucy Foster,3,5,3,2,3,5,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,5.0,8.0,4.0,2.0,8.0,8.0,3.0,6.0,5.0,7.0,5.0,8.0,5.0,8.0,8.0,6.0,2.0,8.0,6.0,8.0,5.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,7.0,5.0,8.0,5.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
211,Nancie Mehaffey,Completed Training,Data 35,Lucy Foster,4,4,5,3,2,1,1.0,5.0,6.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,8.0,2.0,8.0,8.0,6.0,8.0,8.0,7.0,6.0,5.0,4.0,6.0,4.0,7.0,4.0,5.0,8.0,6.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
212,Violet Luscombe,Completed Training,Data 35,Lucy Foster,4,7,2,1,4,2,4.0,5.0,6.0,4.0,3.0,5.0,3.0,8.0,4.0,3.0,4.0,5.0,7.0,8.0,8.0,8.0,5.0,7.0,8.0,8.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,4.0,8.0,8.0,7.0,6.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
213,Cora Klausewitz,Completed Training,Data 35,Lucy Foster,3,1,2,2,3,2,1.0,2.0,3.0,1.0,4.0,3.0,2.0,5.0,2.0,1.0,4.0,3.0,6.0,7.0,5.0,8.0,8.0,3.0,7.0,6.0,6.0,8.0,4.0,6.0,7.0,8.0,5.0,5.0,6.0,8.0,6.0,8.0,2.0,8.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
214,Scarface Gallihaulk,Completed Training,Data 35,Lucy Foster,8,2,2,1,2,1,3.0,2.0,7.0,3.0,2.0,7.0,1.0,5.0,2.0,3.0,4.0,2.0,4.0,8.0,8.0,8.0,7.0,6.0,8.0,6.0,8.0,3.0,7.0,8.0,4.0,5.0,4.0,7.0,2.0,8.0,8.0,8.0,5.0,8.0,5.0,8.0,7.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0
215,Anna Lamperti,Completed Training,Data 35,Lucy Foster,5,3,2,2,5,4,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,4.0,5.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,4.0,8.0,8.0,8.0,6.0,7.0,7.0,4.0,4.0,4.0,6.0,8.0,7.0,6.0,8.0,4.0,8.0,8.0,8.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0
216,Collin Commins,Completed Training,Data 35,Lucy Foster,2,4,4,4,5,1,2.0,2.0,3.0,6.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,8.0,8.0,6.0,6.0,6.0,6.0,3.0,8.0,8.0,2.0,7.0,7.0,7.0,4.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0
217,Chrissy Bartholin,Discontinued From Course,Data 35,Lucy Foster,2,4,1,3,4,3,2.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Baird Reynoollds,Completed Training,Data 35,Lucy Foster,4,3,1,1,1,5,2.0,3.0,1.0,2.0,1.0,3.0,5.0,3.0,1.0,3.0,3.0,1.0,2.0,8.0,3.0,4.0,8.0,8.0,8.0,8.0,6.0,3.0,3.0,6.0,4.0,6.0,1.0,8.0,7.0,8.0,5.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,4.0,7.0,8.0,1.0,8.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0
219,Vasili Cartledge,Completed Training,Data 35,Lucy Foster,3,2,3,2,2,5,4.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,6.0,2.0,1.0,2.0,7.0,8.0,5.0,5.0,3.0,2.0,6.0,4.0,4.0,3.0,5.0,4.0,5.0,7.0,5.0,3.0,3.0,7.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
220,Otes Kemster,Completed Training,Data 36,Gina Cartwright,1,3,2,4,6,2,1.0,1.0,6.0,4.0,3.0,3.0,4.0,8.0,2.0,4.0,7.0,1.0,6.0,4.0,8.0,8.0,6.0,8.0,8.0,5.0,6.0,8.0,3.0,8.0,6.0,7.0,3.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0
221,Kahaleel Tatem,Completed Training,Data 36,Gina Cartwright,5,3,4,3,4,3,3.0,2.0,1.0,2.0,6.0,4.0,1.0,2.0,4.0,5.0,3.0,5.0,4.0,7.0,3.0,7.0,4.0,6.0,8.0,7.0,8.0,7.0,6.0,7.0,6.0,6.0,8.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,6.0,8.0,4.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
222,Antonetta Rustedge,Completed Training,Data 36,Gina Cartwright,3,3,5,4,2,4,1.0,3.0,3.0,3.0,2.0,4.0,7.0,1.0,1.0,3.0,4.0,4.0,8.0,5.0,2.0,2.0,4.0,4.0,8.0,7.0,6.0,6.0,8.0,8.0,4.0,6.0,6.0,8.0,5.0,6.0,8.0,5.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
223,Anestassia Gadman,Completed Training,Data 36,Gina Cartwright,7,2,2,1,1,4,5.0,3.0,2.0,2.0,5.0,2.0,1.0,5.0,4.0,3.0,7.0,7.0,6.0,1.0,5.0,7.0,8.0,8.0,8.0,3.0,7.0,4.0,7.0,2.0,7.0,3.0,3.0,5.0,8.0,7.0,7.0,8.0,4.0,8.0,6.0,8.0,8.0,4.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0
224,Babara Veazey,Discontinued From Course,Data 36,Gina Cartwright,6,4,3,4,4,3,2.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Candie Senner,Discontinued From Course,Data 36,Gina Cartwright,2,3,3,2,4,2,3.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Sydelle Russo,Completed Training,Data 36,Gina Cartwright,1,4,5,5,1,6,4.0,2.0,1.0,1.0,1.0,6.0,6.0,3.0,2.0,2.0,3.0,2.0,8.0,8.0,3.0,5.0,8.0,6.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,8.0,7.0,3.0,4.0,6.0,8.0,8.0,8.0,6.0,4.0,8.0,8.0,8.0,8.0,4.0,8.0,5.0,8.0,8.0,8.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
227,Warner Harse,Completed Training,Data 36,Gina Cartwright,3,4,3,1,6,6,1.0,1.0,5.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,6.0,1.0,1.0,3.0,8.0,5.0,5.0,5.0,3.0,5.0,5.0,8.0,5.0,5.0,7.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
228,Tabbatha Kullmann,Completed Training,Data 36,Gina Cartwright,1,7,4,5,2,4,4.0,6.0,5.0,5.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,8.0,5.0,6.0,8.0,6.0,6.0,8.0,2.0,3.0,3.0,7.0,3.0,8.0,8.0,8.0,6.0,8.0,5.0,6.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,4.0,8.0,8.0,8.0,8.0,8.0,7.0,4.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0
229,Drucie Bianco,Completed Training,Data 36,Gina Cartwright,6,4,3,3,1,4,4.0,3.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,2.0,6.0,8.0,2.0,8.0,3.0,5.0,5.0,3.0,5.0,5.0,8.0,5.0,7.0,7.0,2.0,5.0,4.0,3.0,8.0,5.0,6.0,8.0,6.0,4.0,8.0,8.0,8.0,5.0,8.0,6.0,6.0,8.0,5.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
230,Malvin Penrith,Discontinued From Course,Data 36,Gina Cartwright,1,4,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Clay Perillo,Completed Training,Data 36,Gina Cartwright,1,3,6,1,4,3,5.0,8.0,3.0,4.0,2.0,5.0,4.0,5.0,3.0,3.0,1.0,5.0,1.0,3.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,6.0,1.0,5.0,4.0,8.0,5.0,2.0,7.0,5.0,8.0,8.0,8.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,5.0,8.0,2.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0
232,Sandy Droogan,Discontinued From Course,Data 37,Edward Reinhart,3,2,3,4,6,1,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
